sum_count,carry_count,gate
30,30,000+---00
31,6,00-++-+00
31,6,++00+000-
31,6,+000-000-
31,7,++-0+-000
31,11,+-+-----0
31,12,0-+-+-+-0
31,12,+-+0--0--
31,12,00++++0--
31,12,0+++-+---
31,13,++0++++--
31,13,0--0+----
31,14,+0+--0+00
31,14,++0----00
31,14,++-++-+-0
31,15,0+++--++-
31,15,0++++-0+-
31,15,000-+-+00
31,15,++0+++-0-
31,15,++----0--
31,16,+----+--0
31,16,0+0++++--
31,16,++00+0--0
31,16,++++-+--0
31,17,+-0+-0+00
31,17,+-0+-+--0
31,17,+-0------
31,18,0+0----+0
31,18,0++0-0000
31,20,++0--0+-0
31,20,00-0+0-0-
31,20,+0+++-000
31,20,000+-+---
31,21,+++++-00-
31,21,00++++00-
31,21,+00+-----
31,22,++-0+-0--
31,22,00-0+---0
31,23,+--+--0-0
31,24,0000++0--
31,25,000+-+0+0
31,26,0-++-+0--
31,26,++0+-0+--
31,28,+-----00-
31,32,0+-0-00-0
31,34,+-0--0+-0
31,35,++-+----0
32,7,+-+0-00--
32,9,++00-0000
32,9,+0-+++00-
32,11,+-----+-0
32,12,+++-+---0
32,12,++-+++00-
32,12,+00---+--
32,12,+++++00--
32,13,+-++-0++0
32,13,00-0+--+-
32,14,++0--0+00
32,14,0++-++++-
32,14,000++-0+-
32,14,+-0+++0-0
32,15,00+0++-0-
32,15,+--++-00-
32,16,+-++-0000
32,16,0+-0-----
32,18,0++0-00--
32,19,0+00+00--
32,19,000++--+-
32,22,++++-0+00
32,22,0+-0+-0+0
32,24,+--+++0-0
32,31,+-++-+000
33,6,++00-00--
33,6,+000--00-
33,8,0-0+-0000
33,8,0000+-0+0
33,10,+0-+--0--
33,11,0++0++00-
33,11,0+-+++++-
33,11,000++0++-
33,12,0+0---0+-
33,12,++0-+0++-
33,13,+0++-0+00
33,13,0+00+-0+-
33,13,+-++++00-
33,14,+00-+----
33,14,0--+++0--
33,15,+--+-00-0
33,15,+-00-0+--
33,15,0000+00+-
33,15,++++-+00-
33,16,++++-00+0
33,16,++0--0++-
33,17,0++--+000
33,18,+--0-0+00
33,18,+++---00-
33,19,0-0+-0+-0
33,20,+00+--0-0
33,20,0++0-+---
33,21,0-00+----
33,23,0+00+-0+0
33,27,00-+++++-
33,29,0-0-+-000
33,32,0+-0++0+-
33,32,0+00-+0+0
33,32,000-+--+-
33,32,0+00-00--
33,44,0++++-+--
34,5,0++0-0---
34,6,0+00++00-
34,6,00-+--+00
34,7,0++0--00-
34,12,0--++0++-
34,12,0+-+-+-+0
34,13,+0+--0-00
34,14,++--+---0
34,15,+--+--+-0
34,15,+--0--++0
34,15,+-++--+00
34,17,++0+--++-
34,17,0+-++-++-
34,18,000+++0-0
34,18,++++-+0--
34,19,++00-00-0
34,20,000+++--0
34,22,0-00+0++-
34,30,00-++-++-
35,6,+000-----
35,7,0000+000-
35,7,0---+----
35,13,++0++-+0-
35,14,++0+-0++-
35,16,++0---000
35,17,++-++-+00
35,19,++0+++--0
35,20,++0++0+--
35,20,++-0--0--
35,22,+-0-+-0-0
35,22,0++---000
35,23,0+++-0+00
35,23,++0++0+-0
35,27,00-+++00-
35,30,0+0+++-+-
35,31,0-0-+00-0
36,8,+000-0000
36,13,+--0+-0--
36,15,000+-----
36,16,+00+++-0-
36,16,0+0--00+0
36,17,++00-----
36,18,+0+---00-
36,19,0-0+-+000
36,20,+++-+-000
36,21,00+0++++-
36,23,0+-0--0--
36,28,++00+00-0
37,6,+00++000-
37,7,00-+--+0-
37,10,00-0+00+-
37,12,++-0+00+-
37,17,0+-0--0+-
37,17,+-0++0+-0
37,17,++0-+0---
37,18,00+-++00-
37,23,+0+0-0+00
37,26,++0--0++0
37,28,0+0-+00-0
37,31,+++--0--0
37,32,+--+--+00
37,33,0++0++---
38,12,+000--0-0
38,14,0+0++000-
38,15,+-++-+00-
38,16,000+--+0-
38,17,++0-+----
38,19,0-00++0-0
39,6,++0++0+0-
39,6,+0-0--0--
39,15,+++++0--0
39,17,0--0+-0+0
39,26,0--0++0--
40,6,+000+000-
40,6,+++++000-
40,12,+00++-+0-
40,14,+++0+00--
41,5,+0-++-+00
41,24,+-+0-00-0
42,31,0+-+++0+-
43,19,0-0+-0++0
43,21,0+00+0-+-
43,24,+00---+00
45,28,+-0---+-0
